Polarity,Text
Pos,بما أنك مهتم بالمكيف فخذ كورو لا أكيد.
Mix,"استأجرت اكسنت خمس أيام, سيارة حلوة, اقتصادية بس مزعجة أسمع صوت الشارع."
Pos,خذ كورو لا أوسع و تنفعك اذا بتمسك خط و مكيفها بارد.
Pos,الكورو لا تتفوق من ناحية التكييف و الثبات على الطرق و الرساوة و طبعا الوسع.
Pos,أرشح الكورو لا افضل وساع و حجم لك مستقبلا . و اقتصاد و كلش.
Neg,عندي صوت مزعجني في السست عند المطبات.
Pos,هي سيارة فخمة و قوية وجبارة.
Pos,ميزة السيدان إنها مريحة عكس الجيب.
Neg,"تبي الشور اتركها هذي مو سياراتنا, صيانتها غالية و تشييكاتها غالية."
Pos,استخدمت اكسنت صرفيتها قليلة جدا.
Neg,ما انصحك ب 2014 لأنها فشلت في اختبارات السلامة فشل ذريع و عندك مقاطع اليوتيوب.
Pos,انا اشور عليك يا راعي الموضوع اخذ هايلكس دبل ديزل و الله أنه افضل من البنزين و اقتصادي.
Mix,أتمنى يغيرون الوكيل و يحطون وكيل مثل العالم و الناس لأن و الله سيارات نيسان رهيبة بس وكيلها ظالمها.
Neg,"و الله لو  هي 12 سلندر سوقها بيكون ميت من ذا الوكيل التعبان, وش الفايدة سيارة بذا المبلغ و آخرتها فرعين صيانة بالرياض."
Neg,الكل متفق على إن النيسان لها شعبية و لكن خدمات ما بعد البيع هي الأشكالية. الوكيل هو اللي خرب سمعة النيسان.
Neg,اللي حط السعر غبي و اللي راح يشتريه كمخه. غباء وكلاء نيسان لا حدود له.
Neg,أبستفسر عن مشكلة في موتري الشاص فيه تنتيع لا مشيت تحسه يفرقع.
Pos,"المازدا مكينة أقوى, ثبات و أمان افضل, و فيها بعض المميزات مثل التشغيل بدون مفتاح و بريك الكتروني و أوضاع القيادة."
Mix,انصحك بالنترا مع انه شوي غالية لكن تستاهل عملي و ب 50. بس خذ مكينة 2000.
Pos,ال 1600 داخل المدينة طيبة و اقتصادية بالوضع الراهن.
Mix,كويسه اتوكل على الله بس المكيف لك عليه.
Pos,"خذ لك السيراتو اخوي عندو وحدة موديل 2012 ما شاء الله حلوة. واسعة من جوى, مكيفها الحمد الله ممتاز و أوسع من الالنترا."
Neg,انا ركبت النترا 2015 ضيقة من جوى.
Pos,ودي تاخذ سيراتو 2017 شكلها روعة اذا سعرها قريب من ال 16. السيراتو حلوة و عملية و اقتصادية و قطعها رخيصة.
Pos,السيراتو ممتاز خاصة إن سعرها رخيص مقارنة بسيارات من نفس فئتها و قطع الغيار متوفرة.
Pos,للمعلومية كديكورات داخلية السيراتو افضل بمليون مره من الألنترا. السيراتو تحسها قطعة وحده ديكوراتها ما فيها أصوات.
Neg,نصيحة من أخوك، لاتقرب كيا أبد كان عندي سيراتو 2015 الشكل الجديد و صار خلل بالمكينة بعد ممشى 5000 و تبهذلت مع الوكيل.
Pos,شوف انتشار الهونداي بالشوارع أكثر و أزيدك بعد قطع الغيار هونداي أكثر.
Pos,السيراتو شكلها حلو.
Mix,الابتيما لو أخذتها 2000 سي سي صح ضعيفة لكن راسية و فخمة و أوسع لك.
Pos,خذ اوبتيما ترى 2.0 سيسي نشيطة و عن تجربة.
Pos,انا افضل تاخذ المكينة الصغيرة 2000 سي سي أقل في استهلاك البنزين.
Pos,تكفيك الراحه و الرساوة و النعومة و الوسع و الجوده الداخلية و الشكل و كل شيء لصالح الاوبتيما.
Neg,لاحظت و انا ماشي اذا صار الضغط على واحد و 700 مثلا بالضبط أسمع صوت خشخشة حدايد من تحت.
Pos,كاسترول انا أغيره من يوم ما عرفت السواقه ما عليه خلاف و أشوف إنه ممتاز كمان.
Pos,الكورو لا سيارة خدومة جدا.
Pos,توكل على الله و اشتر. السيارة هذي وفية و خدومة لصاحبها و ما راح تلاقي مثلها أبدا بحكم تجربتي 5 سنوات.
Pos,سعرها مناسب توكل على الله و خذها سيارة خدومة و اقتصادية.
Pos,الكوريلا سيارة خدومة من كل النواحي.
Pos,السيارة عملية و خدومة.
Neg,هذا الشكل عيبه بالصدامات تنفك بدون سبب.
Pos,السيارة عملية جدا و تستاهل الشراء اذا سعرها مناسب.
Mix,"عندي وحدة 2013, ممتازة داخل المدينة, قطع غيار رخيصة, صرفية البنزين فل 30 ريال تمشيك 450 كيلو داخل المدينة. لكن العزم تراه ضعيف اذا انت بتسافر عليها أو عندك الطريق فيه ارتفاعات العزم ضعيف مره."
Mix,"سيارة كد و كرف داخل البلد و زي مكة جدة يعني سفريات أبو 100 كيلو 200 كيلو. أما سفريات خطوط طويلة زي الباحة الى تبوك تتعبك, يعني اذا انت راعي سفريات بإستمرار شوف غيرها."
Mix,انا بتكلم معك بحكم إني شريت هالسيارة و نفس الموديل أيضا. السيارة خدومة بشكل ما تتوقع لكن توصل 200 الف و تخبط المكينة.
Neg,عندي ثلاثة من أقاربي طلعنا نفس السيارة و أيضا بيننا تقريبا شهور بسيطة و كلها يخرب أول شي فيها شداد جنزير التيمن.
Neg,التيمن جنزير ما هو سير زي باقي بعض السيارات. طبعا عيب مصنعي كذلك كل فترة تغير ما تطول معك.
Neg,التخبيط حصل لأقاربي كلهم اللي استخدموا نفس الموديل بالضبط.
Pos,السيارة تكد و تمد ما تقول اح أبد.
Pos,سعرها مناسب اتكل على الله و خذها.
Pos,مع أخوي وحده 2013 قير تماتيك توها كملت 270 الف ما شاء الله تبارك الله موتر خدوم لابعد حد.
Mix,"ممتازة, عندي 2013 تايوانية من فترة و هذي سيارات المستقبل بعد ارتفاع البنزين. عيبها القير 4 تعشيقات و السيارات الثانية بنفس الفئة 6 تعشيقات للتماتك."
Pos,يفضل إستخدام فورد موتر كرافت لأنه أرخص زيت و يطابق المواصفات و الجوده المذكورة و سعر العلبة 14 ريال بمحلات الجملة. مستخدم الزيت 4 سنوات ما شاء الله تبارك الله على اكسنت 2012.
Pos,التاهو اريح و قطعه أرخص.
Pos,سيارة ممتازة و يعتمد عليها ما شاء الله مكيف و مكينة و رساوة و صرفية البنزين ممتازة في السفر.
Pos,"ن تجربة البرادو 4 سلندر أقدر انصحك بالتالي مصروف خفيف من بنزين و زيت و فحمات و كفرات و كل شيء من قطع استهلاكية, اعتمادية ممتازة اعتمادية ممتازة, تكييف ممتاز, حجم مناسب جدا في المدينة و للسفر, ميزة الدفع الرباعي المستمر و طبعا الدبل الخفيف و الثقيل."
Pos,انصحك بالتاهو و بشدة لأن سعر المستعمل منها رخيص و عملي و انصحك بالدبل. افحص و توكل على الله. 
Mix,برادو موتر خدوم و كرف و عملي و مكيف و بطل. بس الأربعة سلندر أبو كلب عزمه.
Neg,بخصوص المصروف معروف جدا ال 8 سلندر يصرف أكثر.
Pos,زيوت بترومين هي الافضل حاليا.
Neg,خايف اتبهذل في الورش لأني مجرب الكابرس و تعبني.
Neg,ابعد عن 2013 لأن عليها استدعاء على القيور و فيها عيب.
Pos,2017 أحسن مواصفات أمان و أحسن إنسيابية و القير تغير.
Neg,ترى يصرف بنزين و مهو مريح.
Mix,الصراحه السيارة جميلة و مواصفاتها حلوة و السيارة وسيعة من جوى، لكن سعرها مبالغ فيه و الوكيل مبالغ فيه جدا للتيربو ب 104 الف.
Mix,للأمانة السيارة حلوة. لكن سعرها مره مبالغ فيه.
Pos,سعر التورس الاستاندرد أرخص بمراحل.
Mix,سيارة ممتازة بمعنى الكلمة. و عيبها الوحيد خلفيتها بنمط فضائي. و السيارة اعتمادية درجة أولى.
Neg,سيارة نادرة جدا و سعر مبالغ فيه.
Neg,انا لا انصح فيها إطلاقا. ندرة السيارة تعني عدم توفر قطع الغيار بالشكل المطلوب و يكون طلبية.
Mix,"سعرها مبالغ فيه, لكن السيارة صراحه للفل تصميمها بطل و راسية و ناعمة و أهم شيء اقتصاد الوقود 20."
Neg,كسعر جدا مبالغ فيه و هذا سبب قوي إنك ما تشوفها في الشارع إلا نادرا.
Neg,السيفيك سعرها عالي.
Neg,ما تستاهل السعر ذا.
Pos,الهوندا رقم واحد في الاعتمادية و نعومة السواقه و المتعة.
Pos,الهوندا تجمع لك اعتمادية تايوتا و نعومة الامريكي و سواقة الألماني.
Pos,سويت لها تجربة قيادة و اخذت السيارة ساعة كاملة أجرب فيها. صلاتي على النبي رساوة و ناعمة في السواقه أيضا وسيعة من الداخل و داخلية جميلة و المقاعد مخرمة و مريحة.
Neg,ما عليها اقبال بسبب سعرها المرتفع.
Neg,"معاي مشكلة بالسيارة لها شهرين و عليها. السيارة من الوكالة لها تقريبا بتدخل 6 شهور, المشكلة اذا عشقت على D و ضغطت فرامل ترج على خفيف."
Neg,هي تصرف بنزين و قطع الغيار غالية.
Neg,مع جاري يشكي من قطع غيارها.
Neg,شفت وحده 2014 الظاهر. ممشاها أقل من 100 الف و متهربدة تسمع أصوات من كل مكان و المكينة أنواع الصفير.
Mix,"النيسان الجديد و الله يكرف كرف و المكيف صلاتي على النبي فريزر, القطع أسعارها مقبولة. لكن اذا قدر الله سويت حادث قطع البدي غالية شوي."
Pos,نيسان معروفة بقوة التبريد.
Mix,هونداي مبيعاتها أعلى و سعرها أعلى.
Mix,الكيا رخيص و لا احد يشتريه و مبيعاته منخفضة.
Pos,سيارة ما شاء الله تبارك الله ما طلبت مني شيء و لله الحمد و مريحتني على الأخير و أجود من الهونداي السوناتا. مع إ حترامي الشديد حتى بالمكيف الكل يمدحها.
Pos,السيارة عزلها و راحتها ممتازة.
Pos,تانكي البنزين 70 لتر يمشيك من 550 إلى 600 و هو رقم ممتاز في السيارات كبيرة الحجم. جوده المواد الداخلية افضل من السنتافي بكثير. المقاعد مريحة جدا. بوجه عام انصحه فيها.
Neg,عندي كامري 2007 تماتيك تتفتف و تطفي أحيانا.
Pos,اثنين من أصحابي عندهم زيها ما شاء الله سيارة مريحة و قوية و قطعها متوفرة.
Pos,موتر عملي و راسي جدا حقت خطوط.
Neg,سوناتا فيها عيب مصنعي في المكينة.
Pos,الالنترا الكل يمدحها و تحصلها في كل شارع و قطعها رخيصة.
Pos,يا خوك خذ لك كامري من 9 و فوق و الله ما شاء الله سيارة كرف بمعنى الكلمة و لا تطلب شيء. شف الشوارع كلها كوامري جديدة و قديمة و إسأل مجرب.
Neg,ما انصحك بها سعرها يطيح في البيع.
Pos,السيارات الصينية سنة بعد سنة تزداد جوده و قوة و انتشار. تعتبر المنافس الحقيقي للياباني.
Neg,قطعها صعبة تحصلها ببعض المناطق. إلا عند الوكيل فقط.
Neg,قطعها غالية جدا و ما تحصلها إلا عند الوكيل.
Mix,شخصيا أشوف بعض الماركات الصينية جيدة و تحمل تقنيات و جوده منافسة و تشطيبات تتفوق على بعض الكوري. المشكلة هي أن أغلبها جديد في السوق و لم يتضح حتى الآن اعتماديتها و سهولة إصلاحها.
Neg,أغلب الوكلاء لها جديدين في السوق و انتشارهم قليل. محركاتها بشكل عام تعاني من استهلاك الوقود العالي.
Neg,احذر من بعض الخليجي يأتي من السوق الحرة في الأردن قد ينقصه بعض المواصفات كالإيرباقات و بعض أنظمة السلامة.
Neg,صارت مع كثيرين إن المكينة تخبط دون سابق إنذار.
Pos,الكوري الجديد مكيفاته كويسه و باردة.
Pos,السيراتو كويسه و سعرها كويس.
Neg,المشكلة في اليارس ضعيفة.
Neg,السيراتو مكيفها الكوري تعبان.
Pos,خذ لك سيراتو سيارة عملية و حلوة و قطعها متوفرة.
Pos,بالنسبة للمكيف انا عندي وحدة موديل 2012 ما شاء الله مكيفها ممتاز و يبرد بعز الظهر.
Neg,نصيحة ابعد عن الكروز، سيارة ما لها سنع و خرابات.
Neg,السيراتو مشكلته المكينة ضعيفة و مزعجة في الطريق.
Pos,اقتصادية في البنزين و قطع الغيار و تريحك.
Neg,مشكلة الجديد ما فيه مواصفات.
Pos,كل السيارات اللي ذكرتها ما تصلح عمرها قصير.
Neg,عن تجربة التشارجر للأسف تتهربد بسرعة.
Pos,مازدا 6 2016 حلو شكلها و سعرها مقبول.
Pos,"اوبتيما فل كامل فتحة بانورما سعرها ممتاز, و كشخة و فخامة."
Neg,أحس صوت المكينة عالي شوي.
Pos,الهايلكس الخليجي أرخص من السعودي و في نفس الوقت مواصفات أكثر.
Neg,شوف سيارات 2016 ضارب الكمبروسر عندهم و خرابات ما يعلم فيها إلا الله.
Mix,مكاين التيربو و قير ال CVT على إنها موفرة لكن وقت الخراب مكلفة.
Pos,السيارة هذه شعبيتها بالمملكة مستواها في إزدياد حتى إن السوق السعودي أصبح ثاني أكبر سوق ل CX9 في العالم بتصريح من الشركة.
Neg,الوعلان مواصفاته ماش لك عليها و سعره غالي.
Neg,الناغي أسوأ وكيل للصيانة و ما يصلح شي عالضمان كل الناس تشتكي منه.
Pos,المجدوعي ممتاز من ناحية السعر و المواصفات و الصيانة.
Pos,الوعلان ممتاز من ناحية العروض يعطيك صيانات مجانية.
Pos,انا أسوي صيانات السنتافي في الوعلان و تعاملهم ممتاز جدا.
Neg,الناغي ما كان احد يمدحه يقولون يضيف بعض الإكسسوارات التعبانة.
Mix,بالنسبة للصيانة كل شركة لها مميزات و عيوب.
Neg,قطعها ما هي متوفرة في منطقتك. ابتعد عنها.
Neg,أقل شيء لو يخرب عندك السلف بتتعذب الف مره الين تصلحه.
Pos,الستروين من افضل السيارات من ناحية السلامة.
Pos,سعرها طيب ما تحصل سيارة بهالمواصفات ب 15.
Neg,"انحش, مشاكل الحرارة تكرهك السيارة عن تجربة."
Pos,سيارة زينة و عملية.
Pos,"الموديل من 2010 إلى 2012 من أحسن موديلات الالتيما, ثبات قوي علي الطرق و قوة و متانة و فوق هذا اقتصادية في البنزين أكثر من باقي السيارت في فئتها. طبعا انا اتكلم عن تجربة."
Pos,السيارة عملية و جيدة جدا. اذا انت بتستخدم راح تفيدك.
Pos,السيارة قطع غيارها رخيصة و متوفرة في السوق تجاري و أصلي و التشليح مليان منها اذا بغيت قطع للبدي.
Pos,"صرفيتها ممتازة, تعبي فل بـ 50 ريال و تجلس معك أسبوع كامل أو 850 كيلو."
Pos,الالتيما وسيعة و مريحة و عملية و اقتصادية و تكد معك.
Pos,قيرها CVT تعشيق سلس و ناعم و اقتصادي و ما تحس فيه.
Pos,ميزة هالموديل إنه ثقيل أثقل من الجديدة و راسية أكثر بالخط.
Neg,"انا أستخدم التيما 2010 و بعتها على أخوي, خراباتها لا تعد و لا تحصى وضبتها مرتين و غيرت مكينتها مره و غيرت فيها قطع كثيرة بحيل."
Neg,لمن أشغل المكيف يشبك و يفصل بسرعة بدون ما يبرد.
Pos,عندك الكامري 2011 تلقاها ماسكة سعرها افضل.
Pos,انا حسب تجربتي إن الجديد افضل في العزل و التكييف و القير 6 نمر تبترونك و المكينة أكبر و أقوى و التكييف جبار و المواصفات ممتازة.
Neg,عند زميل لي كيا اوبريس فل كامل موديل 2009 مشكلتها العزم ضعيف و مكتومة و لا توصل 100 أبد و بالقوة تعشق مع صوت شكمان كأنه مفقوع أو مكتوم.
Pos,"ناوي على كامري و حصلت البريمي جلد, بصمة, خرايط و سعرها معقول."
Pos,السيارة ممتازة، و الكوري الآن هو سيد السوق، و شكله رائع.
Pos,عاجبني سعره و شكله و مواصفاته و إنه مرتفع شوي مو مره و نزل منه 2.4.
Pos,الكامري لا تفوتها و بتحصل إن شاء الله. سيارة كرف و قطع بكل مكان.
Pos,سيارات و الله عملية و قطعها رخيصة جدا.
Neg,اخوي معه ذا الفورد و انا بعد استخدمة. عيبه البنزين و غير كذا سواقته بالنسبة لي متعبة.
Pos,دور لك على النترا أو كورلا هاذولي ميزتهن قطع الغيار متوفرة و رخيصة خصوصا الالنترا و انا افضل الالنترا.
Pos,"بنزينها رخيص و عملية و موديل حديث, هذي الأنسب."
Pos,اختر لك سيارة عملية و صيانتها يسيرة مثل الكامري.
Mix,"كانت عندي سوناتا 2012 نفس 2011 و الله عملية و مكيفها بارد, عيبها البانوراما."
Pos,هذي اللي تنفع مع سعر البنزين الجديد، حلوة للمدن و المشاوير القصيرة.
Pos,ما تصرف بنزين و قطع غيارها رخيصة جدا و ممتازة في الركن و المدن.
Neg,عيبها قطع الغيار موجوده فقط بالوكيل و غثيثة بالبيع.
Neg,سيارة غير معروفة و بتتعب بصيانتها و قطع غيارها خارج الوكالة.
Pos,خذ صني أكبر و أقوى و معروفة.
Pos,انا أشوف القيمة مره حلوة.
Pos,سيارة جديدة و بتقعد أقل شيء 3 سنين ما تحط ريال فيها و سعرها رخيص و مكينتها تعتبر مناسبة على فئتها و اقتصادية.
Neg,"عندي كيا سيراتو 16 ماشيه 12 الف بدأ يطلع عندي صوت مع مسك الفرامل بقوة, صوت صرصرة."
Pos,خذ 17 سيراتو شكل فن و حلوة.
Neg,سيراتو غالية بالحيل.
Pos,انا استخدمت اكسنت أشوفها حلوة و اقتصادية و قطعها بعضها رخيصة ومتوفرة.
Neg,اليارس قطعها أغلى من الاكسنت و مكينتها تجي أصغر.
Pos,أما الانترا فهي افضل من الخيارات الثانية. مكينة أكبر و عزم افضل و أوسع من الاكسنت.
Pos,السيراتو 2016 ب 36 الف افضل سيارة بفئة السيارات الرخيصة من ناحية الخدمة و السعر.
Neg,راح يطيح سوقها بعد ارتفاع البنزين لأنها تشفط شفط ما هو صاحي ابد.
Pos,أشهد بالله موتر من واقع تجربة كدو مد.
Pos,يستاهل الفتك و الله إنه موتر و رزة و أيضا مريح جدا بالخط.
Neg,بالنسبة إنه كروس أوفر أشوف إن أسعارها مبالغ فيها و بقوة.
Mix,سعرها ممتاز على المواصفات اللي فيها. لكن أشوف المكينة ضعيفة نوعا ما.
Pos,افضل شيء إنها تجي بمواصفات السلامة كاملة من فئة الستاندرد.
Mix,السعر ممتاز لكن قوة المكينة مو ممتازة.
Pos,"كانت معي وحده الشكل القديم 2011. السيارة تخدم و تتحمل الكرف مثلها مثل غيرها من فئاتها و أحسن منهم, و بالصرف ما تصرف أبد أعبي بانزين و أجلس أدور و أفر و انسى البانزين."
Pos,صرفيتها للبنزين قليلة و مكيفها ثلج و عزمها حلو.
Mix,الصني أوسع من اليارس و شنطتها كبيرة و المكيف ممتاز. اتكلم عن الشكل الجديد. لكن الكفرات مزعجة.
Mix,"معاي 2011 الآن, سيارة تكرف كرف تعجبك من هذه الناحية و المكيف ممتاز. غير كذا صرفية البنزين عالية."
Neg,عزمها سيء جدا. تتهربد بسرعة تحس البدي يتخلخل مع الإستخدام.
Neg,قاسية جدا مع الحفر و المطبات أقل حفرة تحس فيها بقوة عكس السيارات الثانية. المقاعد غير مريحة نازلة بزيادة تحس نفسك جالس على الأرض.
Mix,السيارة تكرف بشكل ممتاز جدا. فعلا قاسية على الحفر، أصوات قربعة في الديكور ما فيها لكن ممكن الأبواب تسمع أصواتها.
Pos,المكيف و صرفية البنزين جدا ممتازة. قطع غيارها ما هي غالية.
Pos,السينترا أروع و أحلى منها و أوسع كمان. انصحك فيها.
Neg,عيبها مهي منتشرة مثل باقي السيارات الألمانية و وكيلها ما له فروع في كل المناطق و قطعها و صيانتها غالية.
Pos,VW تعتبر أكثر السيارات الأوروبية عملية.
Mix,جميل التصميم تقول بيبي ماكسيما بس الداخلية السوداء ما تصلح عندنا في الحر.
Pos,السيراتو افضل و مكينة 1600 و سعرها جدا طيب و كريفه و حجمها ممتاز.
Pos,اللي عاجبني في الكامري صرفية البنزين و الراحه.
Mix,طبعا ينصح الكثيرون بسيارات قيرها من نوع CVT لأنه موفر للوقود. و لكن للأسف هذا النوع من القيور إلى الآن أثبت فشله يخبط بسرعة، و يعطي تسارع ضعيف جدا.
Neg,قير CVT أقل اعتمادية.
Pos,من مميزات هذا القير هو التسارع.
Pos,القير هذا ممتاز في الطلوع.
Mix,لا ننسى أن القير كان مستخدم في حلبات السباق لتسارع افضل و لكن التقنية كانت سيئة.
Pos,ما جربت قير CVT لكنه على الالتيما الجيل الجديد ممتاز و يمدحوه بالتوفير و التسارع.
Mix,القير ذا اقتصادي في البنزين و تسارعه ممتاز. لكن في المقابل قير غير عملي و صيانته صعبة.
Neg,اعرف كثير جدا معاهم اوبتما و سوناتا قيورهم مخبطة على 180 و 250 الف و هو اوتوماتيك تقليدي.
Pos,حبيته لأنه مريح و قوي سواء اتماتيك أو عادي. و بالنسبة للبنزين الاستهلاك طيب و لا يصرف.
Neg,قبل فترة قعدت مع واحد صاحب التيما و قام يذم قيرها و إنه خبط عليه.
Pos,من ناحية التجاوز ال CVT افضل لأن العزم معك طول الوقت.
Pos,مع أن الالتيما صرفيتها افضل إلا أن تسارعها أقوى.
Pos,نيسان مبيعاتها ترتفع و وصلت المركز الثالث من ناحية المبيعات و أغلب سياراتها المباعة بقير CVT. و الشركات الثانية تتجه لهذا القير.
Pos,قير ال CVT راح يكون في أغلب السيارات مستقبلا. أثبت نفسه و بجدارة.
Pos,قير ال CVT جزء من الحلول لتقليل صرفية البنزين.
Pos,من ناحية جوده قيور ال CVT فالأجيال الجديدة منه ذات جوده عالية.
Mix,"معروف الفتك باستهلاكه للبنزين. السيارة ممتازة جدا و انا من عشاقها بإمتلاكي لها سابقا. عيبه وكيله الحمراني وقتها, ما أدري عن العيسى. و العيب الثاني شرب البنزين."
Neg,الفتك معروف أصلا أنه يصرف بنزين بشكل غير طبيعي حتى أظن أنه أكثر سيارة تصرف بنزين.
Neg,الباثفيندر اللي معي كان 2003 مطلعه على يدي وكالة. بس عيبه يشرب شرب.
Pos,سيارة فيها أنظمة الأمان كاملة و ثبات و قوة في المحركات و راحه و فخامة من الداخل.
Pos,انا لو معي هذا المبلغ أببحث عن لكزس موديل جديد شبه جديد لأن هو اللي يتحمل ظروف الجو عندنا.
Pos,فعلا هذي اللي تقول عنها كامري بإفتخار من تصميم جميل جدا و كالعادة العمر الطويل. شخصيا عجبتني و أبهرني التصميم.
Pos,"هالموديل تصميم جميل, كالعادة عمر أطول و تعيش معك محركات تويوتا, مكينة أكبر و مواصفات جميلة."
Neg,اللي تجينا تصنع في أستراليا لا مواصفات و سعر غالي.
Pos,السيارة حلوة و جبارة لا تنسى إنها ياباني. تقدر تكدها فوق 8 سنين بالراحه إن شاء الله.
Neg,ترى عزل 2016 سيء.
Pos,الجديد افضل كمميزات لأن المكينة أكبر و أقوى و أشياء اخرى مثل الدركسون و مثبت السرعة الخ.
Pos,انصحك بالنترا 2013 أو 2014 عملية و حلوة باستهلاك الوقود و بحدود المبلغ اللي ذكرت.
Pos,و الله مواصفاتها حلوة الكامري 6 سلندر و فتحة سقف بانوراما و 8 تعاشيق أو سرعات و تبريد و تسخين مراتب و 4 كمرات محيطية و 10 ارباقات.
Pos,زينة و مكينتها ما شاء الله 3800 عزم ما شاء الله يطربك.
Mix,السيارة شكلها من برى جميل و وسيعة من الداخل. لكن أهم شيء تتأكد من مكيفها لأن الكوري مكيفه سيء.
Pos,انصحك فيها، سيارة عملية و قوية و ما عليها كلام.
Pos,ما شاء الله سيارة تكد كد مو طبيعي و فيها عزم جبار على شكلها و حجمها و أسرع من الباجيرو.
Pos,ايجابياتها عزم جبار 6 سلندر و سرعة. تكييفها و انت ماشي ثلج يعني دقة واحدة حق السواق تبرد السيارة كلها و الله ممتاز.
Neg,"سلبياتها مكينتها المونيوم اذا سخنت و ما اهتميت فيها تودع المكينة على طول, و يبغى لها اهتمام من ناحية الصيانة الدورية."
Pos,"كان معي وحده 2006 مشيت فيها 250000 كم و الله ما شفت منها إلا كل خير, بالسفريات مريحة, تكييف ثلج, تكد كد غير طبيعي."
Pos,بقولك تجربتي للاوديسي 2011 من هوندا صراحه قوية و خدومة و عملية جدا خصوصا اذا معك عيال لأن الأبواب اوتو و تتحمل.
Mix,"مريحة, سافرنا عليها مرتين مريحة جدا عزلها كويس. يعيبها وكيلها غالي و القطع غالية لكن تستاهل للأمانة."
Pos,أرشح لك الجنسس لأنها أصفار و سعرها جيد. غير كذا فئة أعلى من الامبالا و دفع خلفي.
Pos,بخصوص التيما الجديد السيارة عاجبتني و سعرها رخيص.
Mix,تايوتا سيارات رهيبة تستحق كل هللة تندفع فيها لو لا التشليح و شغل الترهيم الصيني و الكوري و الماليزي في ورش أبو جميل.
Neg,"أبو جميل عندنا يجيب أسوأ نسخة, يعني مو متخيل للحين سيارة بحجم الكامري تجي طيس و بدون مثبت سرعة في المواصفات الأساسية و بـ 75 الف."
Pos,انا أرى أن الكامري هي الافضل بين منافساتها لأنها قير 8 نمر و مكينة 6 سلندر تنفس طبيعي و هذا شيء جبار.
Neg,ملينا من جشع و نصب شركة عبد اللطيف جميل طو ال السنين محتكر السوق.
Pos,جوده التصنيع فيها عالية.
Pos,الافضل من ناحية الاعتمادية و قطع الغيار.
Pos,شخصيا الكمارو تعجبني من ناحية التصميم و الشكل الخارجي.
Pos,أشوف التشالنجر منتشرة بكثرة عندنا بجدة. روح شارع التحلية خصوصا يوم الخميس و بتشوفهم هه. و السيارة المنتشرة يعني بتلقى ناس فاهمة في التصليح و القطع منتشرة في كل المحلات.
Mix,التشارجر ممتازة و قوية لكن البلاء وكيلها سيء جدا و قطعها غالية.
Pos,"الكمارو افضل, قطع أرخص و وكيل افضل."
Mix,التشالنجر كويسه لكن القطع نار.
Pos,"التشالنجر عملية, تستخدمةا كأنها سيارة سيدان."
Mix,"المازدا عدد قليل اللي يعرف لصيانتها أو مالك إلا الشركة. فحط ببالك حتاخذ سيارة عملية, اقتصادية جدا بالبنزين و قوية ما شاء الله. بس حتتعبك من ناحية القطع و الصيانة, يعني كل شيء أصلي."
Pos,السوناتا ما شاء الله تعتبر من أكبر السيارات في فئتها فخامة و وسع و راحه.
Mix,السيارة ما شاء الله برضه عملية و في ناس تمدحها و في ناس تذمها. أعتقد إنه الناس اللي تذمها بسبب تخبيط المكائن.
Mix,السيارة ممتازة و عملية بس المشكلة البسيطة اللي فيها هيا استهلاكها للبنزين.
Pos,السيارة ما شاء الله عملية و اقتصادية بالبنزين و قطعها برضه رخيصة.
Mix,الداخلية صارت أوسع بقليل من الجيل السابق. لكن يعيبها إنه الفل كامل بشركة الناغي 75400 تقريبا و بصراحه الواحد يتحسف إنه يحط فلوسه بشيء زي كذا و بالمبلغ هذا.
Neg,سيارة استهلاك وقودها سيء جدا و 4 سلندر.
Neg,انا معاي سوناتا الشكل الجديد و أقول لك إنها تبلع و تشرب و تتقهوى بنزين. صرفية عالية جدا.
Pos,"سعر الصيانة جيد و خدمتهم كويسه على الخط, راسية و فيها عزم ما شاء الله."
Mix,مناسبة. بس مكينتها ضعيفة 1.6.
Neg,"مع احترامي مخيسة, سعر غالي و قطع غالية دون مواصفات تذكر."
Pos,شريت الشكل 2013 لأن سعرها نزل و شكلها جميل.
Mix,السيارة ما عليها كلام بس عيبها إنها غير منتشرة.
Pos,كفاية انه صيانتها بتكون سهلة و قطعها متوفرة بحكم انتشارها.
Mix,التوسان انا جربتها 2016 مكينة 2000 سي سي ممتازة جدا لكن العزم ضعيف نوعا ما و بالبنزين اقتصادية جدا.
Pos,اخذ توسان 2400 سي سي بدون بانوراما موتر ممتاز و رخيص و يجي منها دبل.
Neg,"لا تاخذ 2.0 بتندم, العزم ضعيف."
Pos,"خذ لك راف فور و بتدعي لي, دفع رباعي, قطع كامري, أنشط جيب في فئته."
Pos,عمي معه واحد كاده كد و مشاوير و عمل و لا شاف منه إلا كل خير و عزمه حلو و اقتصادي بالبنزين.
Pos,السورنتو حلوة و بنفس قيمة الاكستريل و فيها مرتبة ثالثة و هي أوسع و أجمل شكلا.
Neg,السيارات الجديدة كلها خايسة و من نفس الدقة قربعة و قلة حياء.
Mix,افضل دفع رباعي صغير و موفر للبنزين و على الرغم إن قطع غياره غالية لكن ما يخرب كثير هو الدايهتسو تيريوس.
Pos,"الفورشنر 6 سلندر  قوة, اعتمادية, شكل و سعر معقول. 2009 و 2010 تحصلها رخيصة."
